treeid,spnum,spname,spcode,site,aspect,sitequal,timbersale,dominance,baselinestandBA,baselineinddbh,tension,year,month,growth,rain,temp,olddbh,oldBA,newdbh,newBA,mardbh,marba
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,sep,0,3.32,76.06896552,15.85,197.3095234,15.85,197.3095234,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,sep,0,3.32,76.06896552,68.5,3685.281419,68.5,3685.281419,0,0
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,sep,NA,3.32,76.06896552,44.9,1583.369214,NA,NA,NA,NA
17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,sep,0,3.32,76.06896552,22.5,397.6074844,22.5,397.6074844,0,0
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,sep,0,3.32,76.06896552,6.5,33.18304438,6.5,33.18304438,0,0
19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,sep,1,3.32,76.06896552,24.1,456.166722,25.1,494.808279,1,38.641557
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,sep,7,3.32,76.06896552,131.5333,13588.16922,138.5333,15072.93665,7,1484.767427
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,sep,0,3.32,76.06896552,34.4,929.4079856,34.4,929.4079856,0,0
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,sep,0,3.32,76.06896552,19.4,295.5922031,19.4,295.5922031,0,0
23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,sep,0,3.07,76.53571429,48.5,1847.451269,48.5,1847.451269,0,0
24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,sep,0,3.07,76.53571429,34.8,951.1477884,34.8,951.1477884,0,0
25,743,Bigtooth Aspen,POGR,C03x,N,1,N,C,150,10.8,na,2017,sep,0,3.32,76.06896552,11.8,109.3587479,11.8,109.3587479,0,0
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,sep,0,3.32,76.06896552,14.6,167.4153311,14.6,167.4153311,0,0
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,sep,0,3.32,76.06896552,15.8,196.0666319,15.8,196.0666319,0,0
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,sep,1,3.32,76.06896552,9.6,72.3822336,10.6,88.2472631,1,15.8650295
29,743,Bigtooth Aspen,POGR,C03x,N,3,Y,C,70,11.9,na,2017,sep,0,3.32,76.06896552,11.9,111.22014,11.9,111.22014,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,sep,NA,3.32,76.06896552,13.2,136.8476604,NA,NA,NA,NA
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,sep,0,3.32,76.06896552,36.5,1046.345819,36.5,1046.345819,0,0
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,sep,0,3.32,76.06896552,22.2,387.0753039,22.2,387.0753039,0,0
1,621,Tulip Poplar,LITU,B10B,S,2,Y,C,100,12.3,lo,2017,oct,1,5.06,69.20512821,43.6,1493.009232,44.6,1562.281291,1,69.2720595
2,621,Tulip Poplar,LITU,B10B,S,3,N,C,200,9.1,lo,2017,oct,0,5.06,69.20512821,36.6,1052.087075,36.6,1052.087075,0,0
3,832,Chestnut Oak,QUMO,B10B,S,3,Y,C,70,10.3,lo,2017,oct,0,5.06,69.20512821,25.8,522.7919919,25.8,522.7919919,0,0
4,832,Chestnut Oak,QUMO,B10B,S,3,N,D,140,12.2,lo,2017,oct,0,5.06,69.20512821,51.5738665,2089.050305,51.5738665,2089.050305,0,0
5,621,Tulip Poplar,LITU,B10B,S,2,N,D,120,21.1,hi,2017,oct,6,5.06,69.20512821,158.228219,19663.34477,164.228219,21182.88365,6,1519.538882
6,621,Tulip Poplar,LITU,B10B,S,2,Y,D,60,19.5,lo,2017,oct,1,5.06,69.20512821,138.3295825,15028.63881,139.3295825,15246.71162,1,218.072814
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,oct,0,5.06,69.20512821,353.8596083,98344.82216,353.8596083,98344.82216,0,0
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,oct,1,5.06,69.20512821,223.7144375,39307.69153,224.7144375,39659.88645,1,352.1949174
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,oct,0,5.06,69.20512821,21,346.3602975,21,346.3602975,0,0
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,oct,NA,5.06,69.20512821,31.4,774.3705191,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,oct,0,5.06,69.20512821,17.3,235.0616178,17.3,235.0616178,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,oct,NA,5.06,69.20512821,21.6,366.4350576,NA,NA,NA,NA
13,802,White Oak,QUAL,B06B,N,1,Y,C,70,14.5,lo,2017,oct,0,5.57,68.52380952,31,754.7669975,31,754.7669975,0,0
14,802,White Oak,QUAL,B06B,N,1,N,C,140,11.6,lo,2017,oct,0,5.57,68.52380952,15.85,197.3095234,15.85,197.3095234,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,oct,0,5.57,68.52380952,68.5,3685.281419,68.5,3685.281419,0,0
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,oct,1,5.57,68.52380952,44.9,1583.369214,45.9,1654.683307,1,71.314093
17,832,Chestnut Oak,QUMO,B06B,N,1,Y,D,90,16.5,lo,2017,oct,1,5.57,68.52380952,22.5,397.6074844,23.5,433.7357694,1,36.128285
18,129,White Pine,PIST,B06B,N,1,N,C,160,4.5,lo,2017,oct,0,5.57,68.52380952,6.5,33.18304438,6.5,33.18304438,0,0
19,832,Chestnut Oak,QUMO,B06B,N,1,N,C,150,13.6,lo,2017,oct,0.5,5.57,68.52380952,25.1,494.808279,25.6,514.7181056,0.5,19.90982663
20,129,White Pine,PIST,B06B,N,1,Y,C,80,8.2,lo,2017,oct,NA,5.57,68.52380952,138.5333,15072.93665,NA,NA,NA,NA
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,oct,0.5,5.57,68.52380952,34.4,929.4079856,34.9,956.622009,0.5,27.21402338
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,oct,0,5.57,68.52380952,19.4,295.5922031,19.4,295.5922031,0,0
23,372,Black Birch,BELE,B10B,S,2,Y,C,70,13.5,lo,2017,oct,0,5.06,69.20512821,48.5,1847.451269,48.5,1847.451269,0,0
24,372,Black Birch,BELE,B10B,S,2,N,C,90,10.3,lo,2017,oct,0.5,5.06,69.20512821,34.8,951.1477884,35.3,978.6759708,0.5,27.52818238
25,743,Bigtooth Aspen,POGR,C03x,N,1,N,C,150,10.8,na,2017,oct,0.5,5.06,69.20512821,11.8,109.3587479,12.3,118.8227878,0.5,9.464039875
26,802,White Oak,QUAL,C03x,N,1,N,C,110,11.1,na,2017,oct,0,5.06,69.20512821,14.6,167.4153311,14.6,167.4153311,0,0
27,129,White Pine,PIST,C03x,N,2,N,C,170,15.3,na,2017,oct,0,5.06,69.20512821,15.8,196.0666319,15.8,196.0666319,0,0
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,oct,0,5.06,69.20512821,10.6,88.2472631,10.6,88.2472631,0,0
29,743,Bigtooth Aspen,POGR,C03x,N,3,Y,C,70,11.9,na,2017,oct,0,5.06,69.20512821,11.9,111.22014,11.9,111.22014,0,0
30,129,White Pine,PIST,C03x,N,3,Y,C,60,12.2,na,2017,oct,0,5.06,69.20512821,13.2,136.8476604,13.2,136.8476604,0,0
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,oct,1,5.06,69.20512821,36.5,1046.345819,37.5,1104.465234,1,58.119415
32,802,White Oak,QUAL,C03x,N,2,Y,C,140,11.7,na,2017,oct,0.5,5.06,69.20512821,22.2,387.0753039,22.7,404.7074778,0.5,17.63217388
